,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
1634,48,2019-08-02 00:00:00, Digital News Asia,"SME contribution to Malaysian GDP rises to 38.3%, valued at US$126.3b",1,"['valued', 0.4404]",[],2019,August,02,0.44,1,1,0.9999997819728
1635,49,2019-08-02 00:00:00, Digital News Asia,sme contribution to gdp rises 38.3% to rm521.7bil,1,[],[],2019,August,02,0.0,2,1,0.9999999996528398
1636,50,2019-08-02 00:00:00, Digital News Asia,"sme contribution to malaysian gdp rises to 38.3%, valued at us$126.3b",1,"['valued', 0.4404]",[],2019,August,02,0.44,1,1,0.9999997819728
1637,51,2019-08-02 00:00:00, Digital News Asia,sme contribution to gdp rises 38.3% to rm521.7bil,1,[],[],2019,August,02,0.0,2,1,0.9999999996528398
1638,52,2019-08-01 00:00:00, Focus Malaysia,smes registered higher contribution to overall gdp,1,[],[],2019,August,01,0.0,2,1,0.9999999999594861
1639,53,2019-07-31 00:00:00, The Malay Mail Online,Smes’ Gdp Contribution Up 38.3pc To Rm521.7m,1,[],[],2019,July,31,0.0,2,1,0.99999957784677
1640,54,2019-07-31 00:00:00,Bernama,SME s' GDP contribution up 38.3 pct to RM521.7 mln,1,[],[],2019,July,31,0.0,2,1,0.9999999999092389
1641,55,2019-07-30 00:00:00, Theborneopost,"MIER introduces new indicators of economic, cost of living growth",1,"['growth', 0.3818]",[],2019,July,30,0.382,1,1,0.9999999960625843
1642,56,2019-07-29 00:00:00,Bernama,"mier introduces new indicators of economic, cost of living growth",1,"['growth', 0.3818]",[],2019,July,29,0.382,1,1,0.9999999960625843
1643,57,2019-07-25 00:00:00,Theborneopost,Malaysia’s Economy Grew 5.5 Per Cent In 2018,1,[],[],2019,July,25,0.0,2,1,0.999999999991762
1644,58,2019-07-24 00:00:00, New Strait Times,"Malaysia's economy grew 5.5 Pct in 2018, GDP value at RM1.4tln",1,"['value', 0.34]",[],2019,July,24,0.34,1,1,0.999999999998962
1645,59,2019-07-24 00:00:00,Theedgemalaysia,"Malaysia's Economy Grew 5.5% In 2018, Gdp Value At Rm1.4 Tril — Dosm",1,"['Value', 0.34]",[],2019,July,24,0.34,1,1,0.9999999997892643
1646,60,2019-07-24 00:00:00, The Malay Mail Online,"Statistics Dept: Malaysia’s Economy Grew 5.5pc In 2018, Gdp Value At Rm1.4t",1,"['Value', 0.34]",[],2019,July,24,0.34,1,1,0.9999999999505901
1647,61,2019-07-24 00:00:00,Bernama,"Malaysia's economy grew 5.5 per cent in 2018, GDP value at RM1.4 trillion - DoSM",1,"['value', 0.34]",[],2019,July,24,0.34,1,1,0.999999977377062
1648,62,2019-07-13 00:00:00, Freemalaysiatoday,Industrial production expansion in May points to GDP growth,1,"['growth', 0.3818]",[],2019,July,13,0.382,1,1,0.9999964396333
1649,63,2019-06-25 00:00:00, New Strait Times,"malaysia's labour productivity grew 2.2pct in 2018, surpassing some developed nations",1,[],[],2019,June,25,0.0,2,1,0.9999999999816342
1650,64,2019-06-24 00:00:00, Theedgemalaysia,The Week Ahead: Trump-Xi meeting in Osaka set to dominate the news,1,[],"['dominate', -0.128]",2019,June,24,-0.128,0,1,0.9999999999999881
1651,65,2019-06-23 00:00:00,Newsmalaysiamsn,Digitising to unlock growth potential,1,"['growth', 0.3818]",[],2019,June,23,0.382,1,1,0.9999999999999978
1652,66,2019-06-19 00:00:00, Focus Malaysia,MOF: Decrease in Household Debt in 2018,1,[],"['Debt', -0.3612]",2019,June,19,-0.361,0,1,0.9999999998592812
1653,67,2019-06-19 00:00:00, The Malay Mail Online,"as economy recovers, putrajaya urges banks to make loans easier for homebuyers, smes",1,"['easier', 0.4215]",[],2019,June,19,0.421,1,1,0.9999985666624001
1654,68,2019-06-19 00:00:00, News Yahoo Malaysia,"As economy recovers, Putrajaya urges banks to make loans easier for homebuyers, SMEs",1,"['easier', 0.4215]",[],2019,June,19,0.421,1,1,0.9999985666624001
1655,69,2019-06-03 00:00:00, Theedgemalaysia,"The Week Ahead: Quiet on the local front, more excitement on the international scene",1,"['excitement', 0.4939]",[],2019,June,03,0.541,1,1,0.9999999999998066
1656,70,2019-05-27 00:00:00,Kosmo,the country's e-commerce prospects are strong,1,[],[],2019,May,27,0.67,1,1,0.9999999999969995
1657,71,2019-05-16 00:00:00, Thesundaily,Malaysia's economy grew 4.5% in first quarter of 2019,1,[],[],2019,May,16,0.0,2,1,0.9847852964
1658,72,2019-05-16 00:00:00,Bernama,Malaysia's economy grows 4.5 pct in 1Q 2019,1,[],[],2019,May,16,0.0,2,1,0.9999999999999971
1659,73,2019-05-16 00:00:00, New Strait Times,malaysia's economy grows 4.5pc in q1,1,[],[],2019,May,16,0.0,2,1,0.999999999999262
1660,74,2019-05-16 00:00:00, The Malay Mail Online,malaysian economy grows 4.5pc in 2019 first quarter,1,[],[],2019,May,16,0.0,2,1,0.9987457576000001
1661,75,2019-05-16 00:00:00, Theedgemalaysia,bnm: malaysia 1q19 gdp grows 4.5% on agriculture rebound,1,[],[],2019,May,16,0.0,2,1,0.9999968967867
1662,76,2019-05-16 00:00:00,Mole,malaysia’s economy grows 4.5 pct in 1q 2019,1,[],[],2019,May,16,0.0,2,1,0.9999999999999971
1663,77,2019-05-13 00:00:00, Theedgemalaysia,Banks intensifying focus on SMEs,1,[],[],2019,May,13,0.0,2,1,0.9999999999975481
1664,78,2019-05-13 00:00:00,Theedgemalaysia,"the week ahead: malaysia’s 1q2019 gdp, china’s industrial production and more trade barriers expected this week",1,[],[],2019,May,13,0.0,2,1,0.9973183283
1665,79,2019-05-13 00:00:00, Newsmalaysiamsn,Banks intensifying focus on SMEs,1,[],[],2019,May,13,0.0,2,1,0.9999999999975481
1666,80,2019-04-30 00:00:00, Theedgemalaysia,Sabah strives to increase revenue from manufacturing sector to RM60 bil by 2030,1,"['increase', 0.3182]",[],2019,April,30,0.318,1,1,0.999999999966975
1667,81,2019-04-29 00:00:00, The Malay Mail Online,sabah strives to increase revenue from manufacturing sector to rm60b by 2030,1,"['increase', 0.3182]",[],2019,April,29,0.318,1,1,0.999999999999689
1668,82,2019-04-25 00:00:00, Focus Malaysia,Etrade Programme Help Smes Understand E-commerce,1,"['Help', 0.4019]",[],2019,April,25,0.402,1,1,0.999999999999793
1669,83,2019-04-30 00:00:00, Theedgemalaysia,the state of the nation: china needs a bigger aspirin than rosier pmi data,1,[],[],2019,April,30,0.0,2,1,0.9999595227379999
1670,84,2019-04-14 00:00:00, Astro Awani,Malaysian businesses can reach 179 million active buyers on eBay,1,[],[],2019,April,14,0.421,1,0,-0.989774999
1671,85,2019-04-14 00:00:00, Malaysia Dateline Amanah,Malaysian businesses can reach 179 million active buyers on eBay,1,[],[],2019,April,14,0.421,1,0,-0.989774999
1672,86,2019-04-14 00:00:00, Bernama,Malaysian businesses can reach 179 million active buyers on eBay,1,[],[],2019,April,14,0.421,1,0,-0.989774999
1673,87,2019-04-14 00:00:00, The Malay Mail Online,Malaysian Businesses can reach 179m active buyers on eBay,1,"['reach', 0.0258, 'active', 0.4019]",[],2019,April,14,0.421,1,0,-0.9949416428
1674,88,2019-04-08 00:00:00, Business Today,Opportunity For SMEs To Learn eCommerce From the Experts,1,"['Opportunity', 0.4215]",[],2019,April,08,0.421,1,1,0.9999999999778055
1675,89,2019-04-07 00:00:00, Theedgemalaysia,Advancing gender equality in Malaysia,1,[],[],2019,April,07,0.0,2,1,0.9999999999998005
1676,90,2019-04-07 00:00:00, Malaysia Gazette,NS economic growth is faster than Penang - Najib - MalaysiaGazette,1,[],[],2019,April,07,0.382,1,1,0.9999999997015193
1677,91,2019-03-30 00:00:00, Theborneopost,acfa sets focus on growing malaysian smes’ participation in capital market,1,"['growing', 0.1779]",[],2019,March,30,0.178,1,1,0.9999999999991555
1678,92,2019-03-25 00:00:00,Freemalaysiatoday,Break The Poverty Cycle With Better Food,1,"['Better', 0.4404]","['Poverty', -0.5106]",2019,March,25,-0.103,0,0,-0.9999909474753
1679,93,2019-03-13 00:00:00, The Malaysian Reserve,report on 5g ready by 4q,1,"['ready', 0.3612]","['4q', -0.6249]",2019,March,13,-0.382,0,1,0.999999960163365
1680,94,2019-03-04 00:00:00, Theedgemalaysia,the week ahead: eyes on january exports and bank negara’s opr decision,1,[],[],2019,March,04,0.0,2,1,0.9999999999982033
1681,95,2019-02-24 00:00:00, The Star,lge: no fear of deflation with 4.7% growth last year,1,"['growth', 0.3818]","['no', -0.296, 'fear', -0.4939]",2019,February,24,-0.421,0,1,0.9999821288
1682,96,2019-02-18 00:00:00, Theedgemalaysia,"the week ahead: corporate earnings, saudi crown prince’s kl visit to take centre stage",1,[],[],2019,February,18,0.0,2,1,0.9999999999942233
1683,97,2019-02-14 00:00:00, The Malaysian Reserve,"improved ipi support 2018 gdp growth between 4.8% and 4.9%, says ong",1,"['improved', 0.4767, 'support', 0.4019, 'growth', 0.3818]",[],2019,February,14,0.813,1,1,0.999999984390463
1684,98,2019-02-12 00:00:00, Theedgemalaysia,malaysia’s 2019 gdp set to grow at 4.9% — stanchart research,1,[],[],2019,February,12,0.0,2,1,0.9999999999975798
1685,99,2019-02-01 00:00:00, New Strait Times,federal territories pulse of malaysia's development: azmin,1,[],[],2019,February,01,0.0,2,1,0.9999999999999919
1686,100,2019-01-28 00:00:00, Theedgemalaysia,"the week ahead: trade data, us fed and brexit in focus",1,[],[],2019,January,28,0.0,2,1,0.999999965988774
1687,1,2018-12-26 00:00:00,Theedgemalaysia,Total Supply And Use In Malaysia Up 5.7% Per Year From 2010-2015,2,[],[],2018,December,26,0.0,2,1,0.999999991399204
1688,2,2018-12-23 00:00:00, Thesundaily,malaysia’s labour productivity increases 2.9% in q3,2,[],[],2018,December,23,0.0,2,1,0.964496402
1689,3,2018-12-23 00:00:00, Bernama,Labor Productivity Increased by 2.9 Percent in the Third Quarter of 2018,2,[],[],2018,December,23,0.273,1,1,0.99992010703
1690,4,2018-11-16 00:00:00,The Malay Mail Online,malaysia's q3 exports up 5.2pc,2,[],[],2018,November,16,0.0,2,1,0.9999999997325957
1691,5,2018-11-16 00:00:00,Theedgemalaysia,Malaysia's Exports Up 5.2% In Q3,2,[],[],2018,November,16,0.0,2,1,0.99999997690458
1692,6,2018-10-19 00:00:00,Theedgemalaysia,"my say: increase wages, not retirement age",2,"['increase', 0.3182]",[],2018,October,19,0.318,1,1,0.999861968545
1693,7,2018-10-19 00:00:00,The Star,Analysts: Get Bumiputra To Fight In Open Economy,2,[],"['Fight', -0.3818]",2018,October,19,-0.382,0,1,0.999963810078
1694,8,2018-10-13 00:00:00, The Patriots,Great Malay Nation,2,[],[],2018,October,13,0.625,1,1,1.0
1695,9,2018-09-10 00:00:00, Theedgemalaysia,"lead story: look at fundamentals, say analysts",2,[],[],2018,September,10,0.0,2,0,-0.9638720590000001
1696,10,2018-09-09 00:00:00,The Star,rise of the app-trepreneurs,2,[],[],2018,September,09,0.0,2,1,0.9999999999948745
1697,11,2018-07-27 00:00:00,Newsmalaysiamsn,selangor maintains position as top gdp contributor in 2017,2,"['top', 0.2023]",[],2018,July,27,0.202,1,1,1.0
1698,12,2018-07-26 00:00:00,Theedgemalaysia,Selangor Stays As Main Economic Driver For Malaysia,2,[],[],2018,July,26,0.0,2,1,0.9999999999997657
1699,13,2018-07-09 00:00:00, Theedgemalaysia,The State Of The Nation: The Labour Conundrum,2,[],[],2018,July,09,0.0,2,0,-0.9999335063539999
1700,14,2018-07-05 00:00:00, The Malay Mail Online,"One Month On, How Does Tabung Harapan's Collection Compare To Everything Else",2,[],[],2018,July,05,0.0,2,1,0.9999999998387359
1701,15,2018-07-03 00:00:00, Bernama,The state government is reluctant to be asked to continue the 3p agenda,2,[],[],2018,July,03,-0.25,0,1,0.999999979896849
1702,16,2018-06-29 00:00:00, Malaysia Gazette,International Trade in Services Totaled Rm341.1b Last Year - Malaysiagazette,2,[],[],2018,June,29,0.0,2,1,0.999984724274
1703,17,2018-06-29 00:00:00,My Bursa,malaysia’s total trade of service up 8.6% in 2017,2,[],[],2018,June,29,0.0,2,1,0.9999999999956124
1704,18,2018-06-29 00:00:00,Thesundaily,malaysia's total trade of service up 8.6% in 2017,2,[],[],2018,June,29,0.0,2,1,0.9999999999956124
1705,19,2018-06-29 00:00:00,Theedgemalaysia,malaysia's total international trade in services up 8% in 2017,2,[],[],2018,June,29,0.0,2,1,0.9999999999988174
1706,20,2018-06-29 00:00:00, Mole,Malaysia’s International Trade In Services Expanded Last Year,2,[],[],2018,June,29,0.0,2,1,0.9999999999997139
1707,21,2018-06-05 00:00:00,Theedgemalaysia,"My Say: Goodbye Gst, Hello Sst",2,[],[],2018,June,05,0.0,2,1,0.9999999999998846
1708,22,2018-06-05 00:00:00, Newsmalaysiamsn,"My Say: Goodbye Gst, Hello Sst",2,[],[],2018,June,05,0.0,2,1,0.9999999999998846
1709,23,2018-06-02 00:00:00, The Malay Mail Online,gst is now zero-rated ― here’s what you should know (video),2,[],[],2018,June,02,0.0,2,1,0.999999981610312
1710,24,2018-05-26 00:00:00, News Sabah Times,Malaysia's Labour Productivity Up 3.0 Pct,2,[],[],2018,May,26,0.0,2,1,0.9999990298893501
1711,25,2018-05-25 00:00:00,Bharian,Labor Productivity Increases Three Percent,2,[],[],2018,May,25,0.0,2,0,-0.982666379
1712,26,2018-05-25 00:00:00,Bernama,Malaysian Labor Productivity Increased by Three Percent in the First Quarter of 2018,2,[],[],2018,May,25,0.273,1,1,0.9984310232
1713,27,2018-04-26 00:00:00,Theedgemalaysia,Cover Story: 5 Tasks For Ge14 Victors,2,[],[],2018,April,26,0.0,2,1,0.9999999932751824
1714,28,2018-04-09 00:00:00,Theedgemalaysia,The State Of The Nation: Living Wage A New Benchmark For Malaysia,2,[],[],2018,April,09,0.0,2,1,0.999999984917624
1715,29,2018-04-09 00:00:00, Newsmalaysiamsn,the state of the nation: living wage a new benchmark for malaysia,2,[],[],2018,April,09,0.0,2,1,0.999999984917624
1716,30,2018-03-26 00:00:00,Theedgemalaysia,the state of the nation: weightage changes cushioned january cpi,2,[],[],2018,March,26,0.0,2,1,0.9999968913364
1717,31,2018-03-16 00:00:00, Theborneopost,abdul karim leads delegation to nz,2,[],[],2018,March,16,0.0,2,1,0.9999999999999999
1718,32,2018-02-14 00:00:00,Thesundaily,malaysia’s gdp expanded 5.9% in q4 2017,2,[],[],2018,February,14,0.0,2,1,0.9999999995873476
1719,33,2018-02-09 00:00:00, Utusan,Edagang Will Reach 21,2,[],[],2018,February,09,0.026,1,1,1.0
1720,34,2018-02-08 00:00:00, Malaysiadigest,"miti eyes 10,000 e-commerce companies joining dftz",2,[],[],2018,February,08,0.0,2,1,0.9999999998555821
1721,35,2018-02-08 00:00:00, Bharian,"Miti Targets 10,000 Companies Join Dftz",2,[],[],2018,February,08,0.296,1,1,0.999999999399623
1722,36,2018-02-08 00:00:00,My Bursa,"miti eyes 10,000 e-commerce companies joining dftz",2,[],[],2018,February,08,0.0,2,1,0.9999999998555821
1723,37,2018-02-08 00:00:00, Bernama,"miti eyes 10,000 e-commerce companies joining dftz",2,[],[],2018,February,08,0.0,2,1,0.9999999998555821
1724,38,2018-02-08 00:00:00, New Strait Times,"miti eyes 10,000 e-commerce companies joining dftz",2,[],[],2018,February,08,0.0,2,1,0.9999999998555821
1725,39,2018-02-08 00:00:00, The Malay Mail Online,"Miti Eyes 10,000 E-commerce Companies Joining Dftz",2,[],[],2018,February,08,0.0,2,1,0.9999999998555821
1726,40,2018-02-07 00:00:00,Theedgemalaysia,"Hypermarket Sales Not The Only Benchmark Of Economy, Says Minister",2,[],[],2018,February,07,0.0,2,0,-0.9999108183100001
1727,1,2018-10-24 00:00:00,Thesundaily,september inflation seen rising to 0.9,0,[],[],2018,October,24,0.0,2,1,0.9999985826219601
1728,2,2018-09-09 00:00:00,My Bursa,frictions in global trade order – and what this spells for malaysia,0,[],[],2018,September,09,0.0,2,1,0.9999998245238001
1729,3,2018-09-09 00:00:00,Theborneopost,Frictions In Global Trade Order – And What This Spells For Malaysia,0,[],[],2018,September,09,0.0,2,1,0.9999998245238001
1730,4,2018-09-06 00:00:00,Theedgemalaysia,concern over rising inequality in sabah,0,[],[],2018,September,06,0.0,2,0,-0.9999968936788
1731,5,2018-08-20 00:00:00,Theedgemalaysia,the week ahead: keeping an eye on mahathir’s china trip and july inflation,0,[],[],2018,August,20,0.0,2,1,0.9999999999726363
1732,6,2018-07-05 00:00:00,My Bursa,Sarawak Capable Of Hitting 2020 Gdp Target On Time,0,"['Capable', 0.3818]",[],2018,July,05,0.382,1,1,0.9999871803135
1733,7,2018-07-05 00:00:00,Theborneopost,Sarawak Capable Of Hitting 2020 Gdp Target On Time,0,"['Capable', 0.3818]",[],2018,July,05,0.382,1,1,0.9999871803135
1734,8,2018-06-06 00:00:00,Theedgemalaysia,malaysia’s exports hit record high in april,0,[],[],2018,June,06,0.0,2,1,0.9999999996396888
1735,9,2018-04-25 00:00:00,Tranungkite Online,Kelantan migration issue: Ikantan youth rebuke Azmin,0,[],[],2018,April,25,0.0,2,1,0.9999143632399999
1736,10,2018-03-12 00:00:00,New Strait Times,"Local Smes Should 'up Their Game' With Latest Technologies, Says Sap",0,[],[],2018,March,12,0.0,2,1,0.9998941527649999
1737,11,2018-02-09 00:00:00,Freemalaysiatoday,"Malaysia’s Digital Trade Booms As Nearly 60,000 Online Businesses Registered",0,[],[],2018,February,09,0.0,2,1,0.9999999999947263
1738,12,2018-02-08 00:00:00,Mole,Rahman Rebuts Mydin’s Claim Of Depleting Purchasing Power,0,[],[],2018,February,08,0.0,2,1,0.999999983074032
1739,13,2018-02-07 00:00:00,Malaysiadigest,Rahman Rebuts Mydin's Claim Of Depleting Purchasing Power,0,[],[],2018,February,07,0.0,2,1,0.999999983074032
1740,14,2018-02-07 00:00:00,Bernama,Rahman Rebuts Mydin's Claim Of Depleting Purchasing Power,0,[],[],2018,February,07,0.0,2,1,0.999999983074032
1741,1,2015-06-09 00:00:00,Theedgemalaysia,The State Of The Nation: 'good' 1q Gdp Not Reflective Of Rest Of Year,1,"[""'good"", 0.4404]",[],2015,June,09,0.0,2,0,-0.913749907
1742,2,2015-01-06 00:00:00,Theedgemalaysia,Rbs: Weak Ringgit Not Giving Enough Push To Exports,1,"['Giving', 0.34]","['Weak', -0.4404]",2015,January,06,-0.604,0,0,-0.999999955003936
1743,1,2017-12-30 00:00:00,Theedgemalaysia,Total Supply And Use In Malaysia Up 5.7% Per Year From 2010-2015,2,[],[],2017,December,30,0.0,2,1,0.999999991399204
1744,2,2017-12-16 00:00:00,The Malaysian Insight,"selangor folk can pick ‘towel-clad’ mb, says azmin",2,[],[],2017,December,16,0.0,2,1,0.99999948864813
1745,3,2017-11-29 00:00:00,Bernama,women's empowerment data next week,2,[],[],2017,November,29,0.0,2,1,0.9999999999081358
1746,4,2017-11-27 00:00:00,Malaysia Gazette,the number of employees in the third quarter of 2017 increased - malaysiagazette,2,[],[],2017,November,27,0.34,1,1,0.9999835786569999
1747,5,2017-10-31 00:00:00,Thesundaily,"economy on expansionary path, says dosm",2,[],[],2017,October,31,0.0,2,1,0.999999994886614
1748,6,2017-10-31 00:00:00, Bernama,"economy on expansionary path, says dosm",2,[],[],2017,October,31,0.0,2,1,0.999999994886614
1749,7,2017-10-26 00:00:00,New Strait Times,debate on nation's economy must be based on facts,2,[],[],2017,October,26,0.0,2,0,-0.999923994657
1750,8,2017-10-25 00:00:00,New Strait Times,of the cost of living and today's living expenses,2,[],[],2017,October,25,0.0,2,1,0.9999952425433001
